,x1,y1,x2,y2,Class,image,Type,MPG,Median MPG
1639,22,206,514,363,12,01640.jpg,Convertible,14.5,0
1640,35,75,614,392,165,01641.jpg,Sedan,17.5,0
1641,13,122,480,286,126,01642.jpg,Van,21.5,1
1642,70,52,503,266,20,01643.jpg,Sedan,16,0
1643,65,73,504,316,19,01644.jpg,Hatchback,26,1
1644,20,21,409,278,83,01645.jpg,Station Wagon,25,1
1645,123,395,944,774,107,01646.jpg,Convertible,18.2,0
1646,8,21,247,170,54,01647.jpg,Pickup Truck,21,1
1647,29,35,236,167,131,01648.jpg,SUV,22,1
1648,25,140,615,336,74,01649.jpg,Pickup Truck,16,0
1649,28,27,277,155,40,01650.jpg,Sedan,11,0
1650,74,79,331,273,76,01651.jpg,SUV,16.4,0
1651,47,18,259,156,65,01652.jpg,Pickup Truck,17,0
1652,6,30,270,162,162,01653.jpg,Sedan,20.8,1
1653,76,290,1218,697,63,01654.jpg,Sedan,29.8,1
1654,20,195,734,439,122,01655.jpg,Pickup Truck,18.6,0
1655,29,2,273,159,32,01656.jpg,SUV,17,0
1656,58,100,1333,814,149,01657.jpg,SUV,23.6,1
1657,15,55,439,263,175,01658.jpg,Convertible,14,0
1658,177,382,1465,872,130,01659.jpg,Hatchback,30.5,1
1659,12,17,271,284,100,01660.jpg,Convertible,29,1
1660,178,214,901,658,1,01661.jpg,SUV,10,0
1661,30,36,734,240,173,01662.jpg,Sedan,20.1,1
1662,8,77,500,268,27,01663.jpg,Convertible,21.3,1
1663,21,16,493,262,126,01664.jpg,Van,21.5,1
1664,57,70,651,355,138,01665.jpg,Sedan,26.7,1
1665,252,167,483,266,152,01666.jpg,Coupe,15.3,0
1666,42,61,433,288,146,01667.jpg,SUV,18,0
1667,24,156,448,419,119,01668.jpg,Van,13.2,0
1668,24,71,611,423,133,01669.jpg,SUV,18.5,0
1669,9,16,204,136,190,01670.jpg,Hatchback,27.6,1
1670,23,365,529,717,47,01671.jpg,Sedan,23.3,1
1671,15,67,398,253,33,01672.jpg,SUV,16.3,0
1672,56,146,575,403,81,01673.jpg,Convertible,21.8,1
1673,180,43,870,713,167,01674.jpg,Sedan,24.2,1
1674,49,59,591,273,35,01675.jpg,Sedan,13,0
1675,130,169,1537,1156,98,01676.jpg,Hatchback,21.4,1
1676,23,58,351,248,44,01677.jpg,Sedan,13,0
1677,82,95,416,268,10,01678.jpg,Convertible,15,0
1678,14,137,621,429,64,01679.jpg,Van,14.8,0
1679,37,137,997,602,9,01680.jpg,Coupe,15.8,0
1680,69,282,1197,785,33,01681.jpg,SUV,16.3,0
1681,105,102,624,372,83,01682.jpg,Station Wagon,25,1
1682,19,55,244,160,86,01683.jpg,Pickup Truck,15.4,0
1683,71,204,686,371,151,01684.jpg,Coupe,13,0
1684,56,224,1210,662,93,01685.jpg,Coupe,16.5,0
1685,39,61,348,283,113,01686.jpg,Pickup Truck,17.1,0
1686,16,29,180,119,30,01687.jpg,Station Wagon,20.3,1
1687,205,34,1333,864,106,01688.jpg,Pickup Truck,17.1,0
1688,16,54,295,158,80,01689.jpg,Convertible,19.5,1
1689,23,34,190,96,70,01690.jpg,Pickup Truck,15.7,0
1690,55,158,961,677,50,01691.jpg,SUV,18.5,0
1691,79,300,627,589,140,01692.jpg,Sedan,23,1
1692,40,43,988,701,131,01693.jpg,SUV,22,1
1693,25,96,637,399,74,01694.jpg,Pickup Truck,16,0
1694,29,45,228,167,131,01695.jpg,SUV,22,1
1695,43,30,247,147,188,01696.jpg,Sedan,29,1
1696,112,31,496,348,118,01697.jpg,SUV,22,1
1697,57,67,256,179,123,01698.jpg,Convertible,33.5,1
1698,19,18,254,198,189,01699.jpg,SUV,19,1
1699,42,77,573,431,18,01700.jpg,Station Wagon,18,0
1700,82,42,254,159,95,01701.jpg,SUV,14.8,0
1701,97,77,495,405,60,01702.jpg,Station Wagon,24.9,1
1702,123,35,487,297,46,01703.jpg,Coupe,10,0
1703,28,28,378,239,84,01704.jpg,Station Wagon,24,1
1704,22,101,380,235,3,01705.jpg,Sedan,21.3,1
1705,19,74,381,232,7,01706.jpg,Hatchback,19,1
1706,79,165,744,556,56,01707.jpg,Coupe,18,0
1707,80,169,366,254,46,01708.jpg,Coupe,10,0
1708,236,133,472,319,96,01709.jpg,Sedan,19.8,1
1709,149,76,1497,937,55,01710.jpg,Convertible,18,0
1710,231,72,1007,667,154,01711.jpg,SUV,16,0
1711,25,237,606,447,71,01712.jpg,Van,14.8,0
1712,43,237,515,445,171,01713.jpg,Coupe,20.5,1
1713,25,61,583,277,26,01714.jpg,Sedan,26,1
1714,19,114,620,426,13,01715.jpg,Coupe,24.5,1
1715,60,91,588,373,3,01716.jpg,Sedan,21.3,1
1716,9,51,489,295,153,01717.jpg,Coupe,11,0
1717,65,132,1790,1150,149,01718.jpg,SUV,23.6,1
1718,42,81,241,164,31,01719.jpg,Convertible,16.3,0
1719,9,147,1022,612,167,01720.jpg,Sedan,24.2,1
1720,21,47,615,408,96,01721.jpg,Sedan,19.8,1
1721,10,61,435,282,105,01722.jpg,Sedan,24.7,1
1722,7,129,796,475,158,01723.jpg,Convertible,12,0
1723,67,177,626,480,115,01724.jpg,Sedan,25.3,1
1724,211,73,645,352,178,01725.jpg,Hatchback,29,1
1725,73,97,587,375,162,01726.jpg,Sedan,20.8,1
1726,32,1,511,236,126,01727.jpg,Van,21.5,1
1727,27,27,249,160,156,01728.jpg,Sedan,19,1
1728,15,113,469,317,150,01729.jpg,Coupe,11,0
1729,59,172,593,359,150,01730.jpg,Coupe,11,0
1730,80,78,400,326,67,01731.jpg,Sedan,29,1
1731,12,134,677,432,87,01732.jpg,Pickup Truck,15.4,0
1732,194,364,1292,837,13,01733.jpg,Coupe,24.5,1
1733,237,435,1000,876,140,01734.jpg,Sedan,23,1
1734,30,224,462,396,173,01735.jpg,Sedan,20.1,1
1735,20,56,419,265,69,01736.jpg,Pickup Truck,16,0
1736,27,41,635,459,132,01737.jpg,SUV,23.2,1
1737,14,38,224,173,134,01738.jpg,Sedan,36,1
1738,41,71,488,309,195,01739.jpg,SUV,16.8,0
1739,2,59,429,262,155,01740.jpg,SUV,18,0
1740,52,31,423,275,139,01741.jpg,Hatchback,26,1
1741,11,9,255,182,131,01742.jpg,SUV,22,1
1742,39,201,1003,681,80,01743.jpg,Convertible,19.5,1
1743,39,64,558,215,144,01744.jpg,Coupe,17.8,0
1744,24,49,996,767,71,01745.jpg,Van,14.8,0
1745,28,155,860,403,79,01746.jpg,Sedan,18.8,1
1746,92,77,585,409,169,01747.jpg,Van,14,0
1747,69,181,424,373,130,01748.jpg,Hatchback,30.5,1
1748,7,52,130,129,157,01749.jpg,Convertible,29.5,1
1749,51,57,590,402,3,01750.jpg,Sedan,21.3,1
1750,22,24,378,170,53,01751.jpg,Pickup Truck,14,0
1751,49,138,560,386,60,01752.jpg,Station Wagon,24.9,1
1752,1,14,300,174,42,01753.jpg,Coupe,14,0
1753,70,164,905,698,132,01754.jpg,SUV,23.2,1
1754,7,44,253,154,13,01755.jpg,Coupe,24.5,1
1755,514,43,1063,360,160,01756.jpg,Coupe,18,0
1756,55,72,410,239,38,01757.jpg,Convertible,22.4,1
1757,1,103,639,480,114,01758.jpg,Pickup Truck,15,0
1758,23,52,288,183,181,01759.jpg,Sedan,23.7,1
1759,38,31,180,112,123,01760.jpg,Convertible,33.5,1
1760,23,27,611,426,183,01761.jpg,Hatchback,25,1
1761,1,700,1189,1159,12,01762.jpg,Convertible,14.5,0
1762,104,122,450,335,175,01763.jpg,Convertible,14,0
1763,79,134,587,364,149,01764.jpg,SUV,23.6,1
1764,56,40,195,160,111,01765.jpg,Pickup Truck,18.7,1
1765,20,33,414,278,90,01766.jpg,Pickup Truck,15.5,0
1766,84,107,496,254,11,01767.jpg,Coupe,15,0
1767,26,149,626,425,9,01768.jpg,Coupe,15.8,0
1768,65,66,386,270,148,01769.jpg,SUV,20.6,1
1769,86,159,659,406,47,01770.jpg,Sedan,23.3,1
1770,40,53,561,346,156,01771.jpg,Sedan,19,1
1771,35,42,274,154,39,01772.jpg,Convertible,14,0
1772,7,69,289,216,108,01773.jpg,Van,17.5,0
1773,27,124,732,521,195,01774.jpg,SUV,16.8,0
1774,15,36,629,291,31,01775.jpg,Convertible,16.3,0
1775,49,177,388,318,175,01776.jpg,Convertible,14,0
1776,66,71,388,309,101,01777.jpg,Coupe,13,0
1777,36,99,585,426,22,01778.jpg,Coupe,18,0
1778,26,181,879,562,112,01779.jpg,Coupe,14,0
1779,95,194,505,464,168,01780.jpg,Hatchback,99,1
1780,29,74,619,376,117,01781.jpg,Sedan,32,1
1781,48,9,610,247,17,01782.jpg,Sedan,18.3,0
1782,39,44,472,247,15,01783.jpg,Coupe,14.8,0
1783,19,184,886,722,95,01784.jpg,SUV,14.8,0
1784,22,69,231,154,73,01785.jpg,Sedan,21.2,1
1785,114,67,553,371,10,01786.jpg,Convertible,15,0
1786,11,26,98,68,123,01787.jpg,Convertible,33.5,1
1787,9,11,141,85,88,01788.jpg,Van,18.6,0
1788,15,83,561,422,87,01789.jpg,Pickup Truck,15.4,0
1789,45,81,578,397,113,01790.jpg,Pickup Truck,17.1,0
1790,40,58,1916,1018,170,01791.jpg,Hatchback,27.7,1
1791,44,20,1225,739,39,01792.jpg,Convertible,14,0
1792,8,37,257,175,116,01793.jpg,Van,13.5,0
1793,115,157,619,361,178,01794.jpg,Hatchback,29,1
1794,28,47,1007,598,78,01795.jpg,Van,20,1
1795,127,49,552,331,78,01796.jpg,Van,20,1
1796,25,19,612,302,154,01797.jpg,SUV,16,0
1797,42,158,496,355,171,01798.jpg,Coupe,20.5,1
1798,52,105,233,194,84,01799.jpg,Station Wagon,24,1
1799,47,97,608,440,124,01800.jpg,Pickup Truck,15,0
1800,15,25,239,182,95,01801.jpg,SUV,14.8,0
1801,10,42,298,203,76,01802.jpg,SUV,16.4,0
1802,58,48,340,217,13,01803.jpg,Coupe,24.5,1
1803,37,334,1486,1120,93,01804.jpg,Coupe,16.5,0
1804,15,37,284,160,15,01805.jpg,Coupe,14.8,0
1805,10,62,252,149,54,01806.jpg,Pickup Truck,21,1
1806,14,135,374,268,34,01807.jpg,Coupe,16,0
1807,82,133,974,665,75,01808.jpg,Pickup Truck,16,0
1808,39,155,555,343,177,01809.jpg,Sedan,14,0
1809,21,243,617,422,21,01810.jpg,Convertible,18.7,1
1810,118,140,364,303,52,01811.jpg,SUV,18.5,0
1811,57,64,1005,608,59,01812.jpg,Convertible,18.7,1
1812,81,185,385,333,155,01813.jpg,SUV,18,0
1813,6,128,448,341,194,01814.jpg,Sedan,20.5,1
1814,14,23,250,163,54,01815.jpg,Pickup Truck,21,1
1815,111,92,645,435,78,01816.jpg,Van,20,1
1816,32,14,437,287,52,01817.jpg,SUV,18.5,0
1817,25,62,555,330,46,01818.jpg,Coupe,10,0
1818,22,52,257,176,8,01819.jpg,Convertible,15.8,0
1819,88,233,956,620,164,01820.jpg,Sedan,21,1
1820,87,129,758,358,29,01821.jpg,Sedan,25.5,1
1821,23,28,600,412,139,01822.jpg,Hatchback,26,1
1822,82,109,450,300,81,01823.jpg,Convertible,21.8,1
1823,55,31,341,238,186,01824.jpg,SUV,15,0
1824,79,49,555,421,35,01825.jpg,Sedan,13,0
1825,31,10,621,400,85,01826.jpg,Van,18.3,0
1826,188,282,1585,1157,63,01827.jpg,Sedan,29.8,1
1827,70,105,443,285,49,01828.jpg,Sedan,24,1
1828,36,103,589,325,139,01829.jpg,Hatchback,26,1
1829,78,106,709,502,132,01830.jpg,SUV,23.2,1
1830,43,69,608,452,116,01831.jpg,Van,13.5,0
1831,29,18,157,86,1,01832.jpg,SUV,10,0
1832,21,97,622,387,11,01833.jpg,Coupe,15,0
1833,143,91,556,370,124,01834.jpg,Pickup Truck,15,0
1834,72,94,577,397,91,01835.jpg,Pickup Truck,15.5,0
1835,81,87,581,348,87,01836.jpg,Pickup Truck,15.4,0
1836,79,118,373,262,90,01837.jpg,Pickup Truck,15.5,0
1837,5,37,280,157,27,01838.jpg,Convertible,21.3,1
1838,124,43,955,406,26,01839.jpg,Sedan,26,1
1839,98,55,686,463,144,01840.jpg,Coupe,17.8,0
1840,5,56,495,210,26,01841.jpg,Sedan,26,1
1841,30,36,452,237,163,01842.jpg,Coupe,15,0
1842,17,87,635,468,186,01843.jpg,SUV,15,0
1843,33,176,608,468,194,01844.jpg,Sedan,20.5,1
1844,65,65,268,180,162,01845.jpg,Sedan,20.8,1
1845,137,391,926,675,150,01846.jpg,Coupe,11,0
1846,160,208,1465,1018,55,01847.jpg,Convertible,18,0
1847,23,104,447,306,23,01848.jpg,Sedan,21,1
1848,12,115,640,470,121,01849.jpg,SUV,19,1
1849,309,190,970,506,140,01850.jpg,Sedan,23,1
1850,11,104,293,185,31,01851.jpg,Convertible,16.3,0
1851,27,21,626,433,8,01852.jpg,Convertible,15.8,0
1852,270,320,999,763,194,01853.jpg,Sedan,20.5,1
1853,82,53,323,173,35,01854.jpg,Sedan,13,0
1854,81,171,582,452,115,01855.jpg,Sedan,25.3,1
1855,49,124,453,280,121,01856.jpg,SUV,19,1
1856,11,77,267,180,44,01857.jpg,Sedan,13,0
1857,8,61,1023,478,181,01858.jpg,Sedan,23.7,1
1858,114,11,542,414,172,01859.jpg,Coupe,26,1
1859,67,119,601,406,191,01860.jpg,Hatchback,24,1
1860,13,42,497,366,148,01861.jpg,SUV,20.6,1
1861,20,103,602,354,102,01862.jpg,Convertible,15,0
1862,11,60,263,183,127,01863.jpg,Van,18.5,0
1863,64,202,898,574,6,01864.jpg,Coupe,23.7,1
1864,19,83,631,404,191,01865.jpg,Hatchback,24,1
1865,364,343,720,543,99,01866.jpg,Hatchback,30,1
1866,108,8,466,268,195,01867.jpg,SUV,16.8,0
1867,78,63,564,344,26,01868.jpg,Sedan,26,1
1868,21,34,251,171,122,01869.jpg,Pickup Truck,18.6,0
1869,178,424,1828,1090,3,01870.jpg,Sedan,21.3,1
1870,43,51,232,144,40,01871.jpg,Sedan,11,0
1871,17,29,615,377,177,01872.jpg,Sedan,14,0
1872,223,160,1420,907,107,01873.jpg,Convertible,18.2,0
1873,17,34,231,163,70,01874.jpg,Pickup Truck,15.7,0
1874,68,197,1238,721,167,01875.jpg,Sedan,24.2,1
1875,11,101,618,419,49,01876.jpg,Sedan,24,1
1876,43,101,961,612,15,01877.jpg,Coupe,14.8,0
1877,64,110,738,529,132,01878.jpg,SUV,23.2,1
1878,25,44,608,292,31,01879.jpg,Convertible,16.3,0
1879,120,324,890,731,14,01880.jpg,Coupe,26,1
1880,47,34,429,258,67,01881.jpg,Sedan,29,1
1881,8,103,620,368,118,01882.jpg,SUV,22,1
1882,36,146,558,342,22,01883.jpg,Coupe,18,0
1883,55,95,600,410,69,01884.jpg,Pickup Truck,16,0
1884,67,57,560,411,130,01885.jpg,Hatchback,30.5,1
1885,11,25,320,225,100,01886.jpg,Convertible,29,1
1886,97,326,1519,927,112,01887.jpg,Coupe,14,0
1887,32,114,688,406,78,01888.jpg,Van,20,1
1888,157,153,392,310,100,01889.jpg,Convertible,29,1
1889,210,382,1134,716,26,01890.jpg,Sedan,26,1
1890,56,95,627,368,2,01891.jpg,Sedan,20,1
1891,42,47,292,192,37,01892.jpg,SUV,21,1
1892,84,86,571,348,119,01893.jpg,Van,13.2,0
1893,51,84,616,398,137,01894.jpg,Sedan,20,1
1894,76,181,938,748,76,01895.jpg,SUV,16.4,0
1895,107,7,679,258,155,01896.jpg,SUV,18,0
1896,28,172,961,767,114,01897.jpg,Pickup Truck,15,0
1897,246,169,589,353,49,01898.jpg,Sedan,24,1
1898,20,90,632,339,135,01899.jpg,Sedan,27.5,1
1899,11,15,277,157,115,01900.jpg,Sedan,25.3,1
1900,56,92,446,327,7,01901.jpg,Hatchback,19,1
1901,1,77,449,233,122,01902.jpg,Pickup Truck,18.6,0
1902,154,277,1453,979,85,01903.jpg,Van,18.3,0
1903,11,20,193,140,76,01904.jpg,SUV,16.4,0
1904,25,98,617,386,69,01905.jpg,Pickup Truck,16,0
1905,9,28,247,179,76,01906.jpg,SUV,16.4,0
1906,45,8,233,178,111,01907.jpg,Pickup Truck,18.7,1
1907,12,23,787,365,194,01908.jpg,Sedan,20.5,1
1908,185,132,1015,677,38,01909.jpg,Convertible,22.4,1
1909,83,68,551,237,168,01910.jpg,Hatchback,99,1
1910,91,175,567,410,6,01911.jpg,Coupe,23.7,1
1911,45,50,262,165,119,01912.jpg,Van,13.2,0
1912,74,84,963,567,188,01913.jpg,Sedan,29,1
1913,49,43,212,153,116,01914.jpg,Van,13.5,0
1914,51,117,441,288,136,01915.jpg,Sedan,31.5,1
1915,6,119,494,276,39,01916.jpg,Convertible,14,0
1916,38,22,790,450,132,01917.jpg,SUV,23.2,1
1917,8,3,135,86,1,01918.jpg,SUV,10,0
1918,26,133,618,347,36,01919.jpg,Convertible,13,0
1919,118,8,790,598,116,01920.jpg,Van,13.5,0
1920,28,86,345,215,70,01921.jpg,Pickup Truck,15.7,0
1921,112,274,1534,886,182,01922.jpg,Sedan,24.8,1
1922,64,246,955,590,112,01923.jpg,Coupe,14,0
1923,331,486,1212,917,159,01924.jpg,SUV,24.6,1
1924,29,86,614,456,78,01925.jpg,Van,20,1
1925,10,53,631,294,103,01926.jpg,Convertible,14,0
1926,29,108,606,416,109,01927.jpg,SUV,16,0
1927,1,49,234,141,92,01928.jpg,Station Wagon,18.6,0
1928,15,166,488,383,43,01929.jpg,Coupe,13,0
1929,74,43,839,490,187,01930.jpg,Sedan,32.8,1
1930,94,235,571,486,136,01931.jpg,Sedan,31.5,1
1931,61,67,570,344,52,01932.jpg,SUV,18.5,0
1932,96,144,652,394,47,01933.jpg,Sedan,23.3,1
1933,83,322,1415,773,105,01934.jpg,Sedan,24.7,1
1934,171,179,544,381,43,01935.jpg,Coupe,13,0
1935,78,99,736,438,146,01936.jpg,SUV,18,0
1936,212,192,578,332,103,01937.jpg,Convertible,14,0
1937,28,42,474,341,70,01938.jpg,Pickup Truck,15.7,0
1938,37,87,463,298,78,01939.jpg,Van,20,1
1939,1,7,200,125,177,01940.jpg,Sedan,14,0
1940,135,753,2152,1461,74,01941.jpg,Pickup Truck,16,0
1941,13,49,393,275,127,01942.jpg,Van,18.5,0
1942,32,322,809,652,84,01943.jpg,Station Wagon,24,1
1943,17,54,288,189,13,01944.jpg,Coupe,24.5,1
1944,6,17,262,151,48,01945.jpg,SUV,16.3,0
1945,17,31,289,178,78,01946.jpg,Van,20,1
1946,3,89,300,260,86,01947.jpg,Pickup Truck,15.4,0
1947,55,110,454,280,25,01948.jpg,Coupe,20,1
1948,15,1,379,221,71,01949.jpg,Van,14.8,0
1949,80,123,419,293,163,01950.jpg,Coupe,15,0
1950,55,49,669,294,110,01951.jpg,SUV,25.2,1
1951,11,31,490,266,1,01952.jpg,SUV,10,0
1952,61,368,1223,836,56,01953.jpg,Coupe,18,0
1953,17,121,550,344,19,01954.jpg,Hatchback,26,1
1954,334,551,1260,1014,140,01955.jpg,Sedan,23,1
1955,14,63,478,320,56,01956.jpg,Coupe,18,0
1956,15,188,463,350,135,01957.jpg,Sedan,27.5,1
1957,5,21,273,126,85,01958.jpg,Van,18.3,0
1958,71,137,910,601,66,01959.jpg,Sedan,28.7,1
1959,59,224,915,708,169,01960.jpg,Van,14,0
1960,21,114,500,452,67,01961.jpg,Sedan,29,1
1961,69,66,559,333,171,01962.jpg,Coupe,20.5,1
1962,7,123,637,397,72,01963.jpg,Coupe,21,1
1963,160,170,1007,683,92,01964.jpg,Station Wagon,18.6,0
1964,38,10,255,199,78,01965.jpg,Van,20,1
1965,24,37,276,169,32,01966.jpg,SUV,17,0
1966,2,1,259,194,70,01967.jpg,Pickup Truck,15.7,0
1967,41,97,608,392,47,01968.jpg,Sedan,23.3,1
1968,25,120,615,361,84,01969.jpg,Station Wagon,24,1
1969,32,79,431,228,16,01970.jpg,Sedan,15,0
1970,92,459,1215,889,77,01971.jpg,Convertible,21.3,1
1971,37,67,237,168,5,01972.jpg,Sedan,23.7,1
1972,16,12,188,115,158,01973.jpg,Convertible,12,0
1973,99,114,306,191,190,01974.jpg,Hatchback,27.6,1
1974,159,307,997,605,57,01975.jpg,Coupe,18.3,0
1975,38,154,474,301,161,01976.jpg,Convertible,18.4,0
1976,53,45,530,370,87,01977.jpg,Pickup Truck,15.4,0
1977,13,23,244,160,51,01978.jpg,Sedan,19,1
1978,131,264,470,434,107,01979.jpg,Convertible,18.2,0
1979,97,193,923,631,148,01980.jpg,SUV,20.6,1
1980,25,34,413,235,31,01981.jpg,Convertible,16.3,0
1981,19,68,476,338,107,01982.jpg,Convertible,18.2,0
1982,102,163,723,454,53,01983.jpg,Pickup Truck,14,0
1983,12,189,741,415,57,01984.jpg,Coupe,18.3,0
1984,35,162,624,456,184,01985.jpg,Sedan,26.3,1
1985,47,85,588,374,127,01986.jpg,Van,18.5,0
1986,64,123,548,346,52,01987.jpg,SUV,18.5,0
1987,32,52,593,324,105,01988.jpg,Sedan,24.7,1
1988,145,182,659,440,144,01989.jpg,Coupe,17.8,0
1989,20,75,462,331,33,01990.jpg,SUV,16.3,0
1990,63,28,632,351,33,01991.jpg,SUV,16.3,0
1991,31,1,640,220,194,01992.jpg,Sedan,20.5,1
1992,31,110,405,263,34,01993.jpg,Coupe,16,0
1993,28,36,250,143,38,01994.jpg,Convertible,22.4,1
1994,84,87,621,411,153,01995.jpg,Coupe,11,0
1995,128,126,767,437,165,01996.jpg,Sedan,17.5,0
1996,147,178,951,633,192,01997.jpg,Hatchback,24.8,1
1997,12,39,237,166,108,01998.jpg,Van,17.5,0
1998,68,120,433,330,124,01999.jpg,Pickup Truck,15,0
1999,38,75,380,193,40,02000.jpg,Sedan,11,0
2000,56,110,609,440,148,02001.jpg,SUV,20.6,1
2001,8,1,272,134,52,02002.jpg,SUV,18.5,0
2002,10,340,1591,950,101,02003.jpg,Coupe,13,0
2003,50,162,640,425,5,02004.jpg,Sedan,23.7,1
2004,17,75,279,158,141,02005.jpg,Coupe,20.3,1
2005,57,43,194,127,34,02006.jpg,Coupe,16,0
2006,24,16,454,304,14,02007.jpg,Coupe,26,1
2007,31,146,615,444,115,02008.jpg,Sedan,25.3,1
2008,14,22,262,122,25,02009.jpg,Coupe,20,1
2009,66,46,545,426,37,02010.jpg,SUV,21,1
2010,318,76,1193,711,191,02011.jpg,Hatchback,24,1
2011,128,71,417,292,90,02012.jpg,Pickup Truck,15.5,0
2012,73,56,591,395,168,02013.jpg,Hatchback,99,1
2013,96,222,647,420,54,02014.jpg,Pickup Truck,21,1
2014,35,114,550,327,16,02015.jpg,Sedan,15,0
2015,65,122,568,325,77,02016.jpg,Convertible,21.3,1
2016,33,200,1001,661,92,02017.jpg,Station Wagon,18.6,0
2017,210,82,944,734,32,02018.jpg,SUV,17,0
2018,54,69,546,379,52,02019.jpg,SUV,18.5,0
2019,103,335,1151,784,101,02020.jpg,Coupe,13,0
2020,7,59,390,328,146,02021.jpg,SUV,18,0
2021,133,61,582,318,63,02022.jpg,Sedan,29.8,1
2022,43,49,266,176,82,02023.jpg,Station Wagon,22.5,1
2023,20,110,415,294,148,02024.jpg,SUV,20.6,1
2024,10,42,310,180,22,02025.jpg,Coupe,18,0
2025,154,74,593,444,124,02026.jpg,Pickup Truck,15,0
2026,69,123,1073,705,28,02027.jpg,Coupe,21.5,1
2027,24,96,414,317,175,02028.jpg,Convertible,14,0
2028,6,14,216,107,31,02029.jpg,Convertible,16.3,0
2029,29,51,259,187,118,02030.jpg,SUV,22,1
2030,33,12,226,191,125,02031.jpg,Pickup Truck,15.3,0
2031,12,99,380,216,16,02032.jpg,Sedan,15,0
2032,19,34,241,158,34,02033.jpg,Coupe,16,0
2033,10,27,310,134,70,02034.jpg,Pickup Truck,15.7,0
2034,11,123,500,358,120,02035.jpg,SUV,21,1
2035,47,89,639,395,119,02036.jpg,Van,13.2,0
2036,115,164,1342,669,102,02037.jpg,Convertible,15,0
2037,70,3,617,337,96,02038.jpg,Sedan,19.8,1
2038,22,159,977,588,194,02039.jpg,Sedan,20.5,1
2039,24,59,294,221,97,02040.jpg,Sedan,18.7,1
2040,73,278,1010,659,21,02041.jpg,Convertible,18.7,1
2041,181,124,1780,1057,27,02042.jpg,Convertible,21.3,1
2042,132,89,940,686,146,02043.jpg,SUV,18,0
2043,129,165,793,545,23,02044.jpg,Sedan,21,1
2044,135,86,463,300,177,02045.jpg,Sedan,14,0
2045,24,123,618,354,32,02046.jpg,SUV,17,0
2046,43,50,136,90,57,02047.jpg,Coupe,18.3,0
2047,27,17,297,209,76,02048.jpg,SUV,16.4,0
2048,30,57,400,309,124,02049.jpg,Pickup Truck,15,0
2049,30,65,331,199,1,02050.jpg,SUV,10,0
2050,54,135,1461,822,194,02051.jpg,Sedan,20.5,1
2051,26,98,372,219,47,02052.jpg,Sedan,23.3,1
2052,22,12,245,178,111,02053.jpg,Pickup Truck,18.7,1
2053,183,4,1186,780,196,02054.jpg,Convertible,36,1
2054,22,160,580,385,11,02055.jpg,Coupe,15,0
2055,32,11,456,307,24,02056.jpg,Sedan,15.5,0
2056,36,161,611,355,102,02057.jpg,Convertible,15,0
2057,12,67,496,266,9,02058.jpg,Coupe,15.8,0
2058,269,339,884,671,23,02059.jpg,Sedan,21,1
2059,11,52,595,293,68,02060.jpg,SUV,15.3,0
2060,43,110,646,427,183,02061.jpg,Hatchback,25,1
2061,31,52,453,239,174,02062.jpg,Van,20,1
2062,39,113,467,320,35,02063.jpg,Sedan,13,0
2063,2,22,296,199,148,02064.jpg,SUV,20.6,1
2064,73,163,674,401,2,02065.jpg,Sedan,20,1
2065,46,315,1249,943,98,02066.jpg,Hatchback,21.4,1
2066,241,78,1105,781,194,02067.jpg,Sedan,20.5,1
2067,32,56,783,453,16,02068.jpg,Sedan,15,0
2068,1,550,2320,2506,168,02069.jpg,Hatchback,99,1
2069,74,38,375,289,95,02070.jpg,SUV,14.8,0
2070,21,2,233,100,127,02071.jpg,Van,18.5,0
2071,250,205,1092,759,145,02072.jpg,SUV,23.6,1
2072,122,176,929,611,160,02073.jpg,Coupe,18,0
2073,18,67,496,342,86,02074.jpg,Pickup Truck,15.4,0
2074,9,16,294,156,77,02075.jpg,Convertible,21.3,1
2075,17,69,247,157,161,02076.jpg,Convertible,18.4,0
2076,2,78,478,249,77,02077.jpg,Convertible,21.3,1
2077,82,307,1369,1036,96,02078.jpg,Sedan,19.8,1
2078,45,181,2582,1848,75,02079.jpg,Pickup Truck,16,0
2079,128,30,855,596,133,02080.jpg,SUV,18.5,0
2080,37,61,756,504,32,02081.jpg,SUV,17,0
2081,205,77,595,295,58,02082.jpg,SUV,19,1
2082,51,116,630,371,152,02083.jpg,Coupe,15.3,0
2083,328,260,1610,935,151,02084.jpg,Coupe,13,0
2084,13,40,257,143,116,02085.jpg,Van,13.5,0
2085,51,68,595,381,192,02086.jpg,Hatchback,24.8,1
2086,19,533,3220,1953,30,02087.jpg,Station Wagon,20.3,1
2087,2,2,300,208,118,02088.jpg,SUV,22,1
2088,19,64,471,259,123,02089.jpg,Convertible,33.5,1
2089,42,79,613,480,154,02090.jpg,SUV,16,0
2090,15,93,632,373,72,02091.jpg,Coupe,21,1
2091,31,9,435,244,184,02092.jpg,Sedan,26.3,1
2092,19,91,482,311,113,02093.jpg,Pickup Truck,17.1,0
2093,89,43,542,339,146,02094.jpg,SUV,18,0
2094,90,189,1495,820,6,02095.jpg,Coupe,23.7,1
2095,33,156,736,524,44,02096.jpg,Sedan,13,0
2096,18,1,999,507,75,02097.jpg,Pickup Truck,16,0
2097,15,17,636,440,58,02098.jpg,SUV,19,1
2098,14,31,272,198,65,02099.jpg,Pickup Truck,17,0
